id,country,description,subDepartment,department,premium,notes,name,number,exampleBrands
categories-HealthBeauty-49-8748-46uxm,CA,General health and beauty products.,Miscellaneous,General Merchandise,false,,Health & Beauty,49,"Life Brand, Rexall, Shoppers Drug Mart, London Drugs"
categories-HealthySnacking-185-8745-d8lf9,CA,Better-for-you snack products.,Pantry & Snacks,Grocery,false,,Healthy Snacking,185,"Kind, MadeGood, Nature Valley, President's Choice"
categories-HealthySnacks-183-9885-l5x78,CA,Packaged snacks positioned as healthy options.,Pantry & Snacks,Grocery,false,,Healthy Snacks,183,"MadeGood (Canada), Kind, Prana, President's Choice"
categories-HeatingCooling-472RP-7734-us5e8,US,Devices like space heaters and air conditioners used to regulate temperature indoors.,Home Improvement,Home Improvement,false,,Heating & Cooling,472-RP,"Frigidaire, Honeywell, LG, DeLonghi"
categories-HeatingCooling-472RP-8749-ucqax,CA,Household heating and cooling appliances.,Miscellaneous,General Merchandise,false,,Heating & Cooling,472-RP,"Honeywell, Dyson, Noma (Canadian Tire), Danby"
categories-HeatingPadsBraces-548RP-8743-rcjsz,US,"Therapeutic products for pain relief, including heating pads and support braces.",Health & Medicine,"Pharmacy, Health & Wellness",false,,Heating Pads & Braces,548-RP,"ThermaCare, Sunbeam, Biofreeze, Mueller"
categories-HeatingPadsBraces-548RP-8748-i8vo3,CA,Heating pads and therapeutic braces.,Miscellaneous,General Merchandise,false,,Heating Pads & Braces,548-RP,"TheraPearl, Tensor, Life Brand, Sunbeam"
categories-HeatingCoolingAirPurification-469RP-7732-vb88d,US,Cooling & Air Purification,"Heating, Cooling & Air Purification",Home Improvement,false,,"Heating, Cooling & Air Purification",469-RP,Cooling & Air Purification
categories-HeatingCoolingAirPurification-469RP-8746-ms2b8,CA,Climate control and air purification products for pets.,Pet Supplies,Pets,false,,"Heating, Cooling & Air Purification",469-RP,"PetSafe, Honeywell, Comfort Zone, Canadian Tire Mastercraft"
categories-HerbsSpicesSeasoningMixes-207-8742-g2a79,US,Spices & Seasoning Mixes,Pantry,Grocery,false,,"Herbs, Spices & Seasoning Mixes",207,Spices & Seasoning Mixes
categories-HikingBackpacking-610RP-7739-o4vzc,US,"Equipment and gear for hiking and backpacking, including backpacks, hiking shoes, and navigation tools.",Camping,Sports & Outdoor,false,,Hiking & Backpacking,610-RP,"Osprey, Deuter, Gregory, The North Face"
categories-HikingBackpacking-610RP-8748-hgchq,CA,Gear and supplies for hiking and backpacking.,Miscellaneous,General Merchandise,false,,Hiking & Backpacking,610-RP,"MEC, Arc'teryx, The North Face, Patagonia"
categories-HolidayDecorations-494RP-7736-qq2qu,US,"Decorative items for celebrating various holidays, including Christmas, Halloween, and Thanksgiving.",Home,"Home, Furniture & Appliances",false,,Holiday Decorations,494-RP,"Kirkland's, Home Depot, Lowe's, Hallmark"
categories-HolidayDecorations-494RP-9887-xvs6r,CA,Seasonal holiday decorations.,Furniture & Home Dcor,Home,false,,Holiday Decorations,494-RP,"Canadian Tire (CANVAS), Walmart Canada, Michaels, HomeSense"
categories-HomeAudioElectronics-600RP-8742-3kshd,US,"Electronics for home entertainment, including speakers, receivers, and audio systems.",Electronics,Electronics,false,,Home Audio & Electronics,600-RP,"Sonos, Bose, Samsung, LG"
categories-HomeAudioElectronics-600RP-8748-jobdf,CA,Home entertainment and audio electronics.,Consumer Electronics,Electronics,false,,Home Audio & Electronics,600-RP,"Sony, Samsung, Bose, LG"
categories-HomeMedicalSuppliesEquipment-549RP-7733-758um,US,"Medical products for use at home, including blood pressure monitors, thermometers, and walkers.",Health & Medicine,"Pharmacy, Health & Wellness",false,,Home Medical Supplies & Equipment,549-RP,"Drive Medical, Medline, Invacare, Probasics"
categories-HomeMedicalSuppliesEquipment-549RP-8749-vjzif,CA,Medical supplies and mobility equipment.,Miscellaneous,General Merchandise,false,,Home Medical Supplies & Equipment,549-RP,"MedPro, Drive Medical, Life Brand, Rexall"
categories-Honey-167-8743-cceyi,US,"A sweet substance made by bees from flower nectar, often used as a natural sweetener.",Pantry,Grocery,false,,Honey,167,"Sue Bee, Nature Nate's, Manuka Health, Honey Gardens"
categories-Honey-167-8750-j0crr,CA,Packaged honey jars and bottles.,Miscellaneous,General Merchandise,false,,Honey,167,"Billy Bee, Beemaid, President's Choice, Compliments"
categories-HooksHangingHardware-468RP-7728-f6gjk,US,"Small hardware used for hanging or securing pictures and items on walls, doors, or other surfaces.",Hardware,Home Improvement,false,,"Hooks, Hanging & Hardware",468-RP,"3M Command, Scotch, InterDesign, Franklin Brass"
categories-HooksHangingHardware-468RP-8749-wcsyg,CA,Hooks and hardware for household organization.,Miscellaneous,General Merchandise,false,,"Hooks, Hanging, Hardware",468-RP,"3M Command, Hillman, Onward Hardware, Uline"
categories-HotBogHamburgerBuns-58-8749-fe5lf,CA,Hot dog and hamburger buns.,Miscellaneous,General Merchandise,false,,Hot Bog & Hamburger Buns,58,"Dempster's, Villaggio, President's Choice, Compliments"
categories-HotCocoa-412RP-8743-sapal,US,"Powdered or liquid mixtures for making a warm, chocolate-flavored drink.",Beverages,Grocery,false,,Hot Cocoa,412-RP,"Swiss Miss, Ghirardelli, Nestl, Land O'Lakes"
categories-HotTubsSaunas-529RP-7729-3gjgr,US,"Recreational and therapeutic devices for relaxing, including hot tubs and sauna systems.",Patio & Garden,Patio & Garden,false,,Hot Tubs & Saunas,529-RP,"Bestway, Coleman, Coleman SaluSpa, Clearwater"
categories-HotTubsSaunas-529RP-9887-v6ovl,CA,Retail hot tubs and saunas.,Miscellaneous,General Merchandise,false,,Hot Tubs & Saunas,529-RP,"Beachcomber, Arctic Spas, Hydropool, Canadian Spa Company"
categories-HouseholdCleaners-69-7731-eupys,US,"Cleaning products for use in the home, including surface cleaners, disinfectants, and multi-purpose cleaners.",Cleaning Supplies,Household Essentials,false,,Household Cleaners,69,"Clorox, Lysol, Method, Mrs. Meyer's"
categories-HummusDipsSalsa-421RP-7740-e0swg,US,Dips & Salsa,Deli,Grocery,false,,"Hummus, Dips & Salsa",421-RP,"Sabra, Wholly Guacamole, Rojo's"
categories-HummusDipsSalsa-421RP-8750-g88a3,CA,"Packaged hummus, dips, and salsa.",Miscellaneous,General Merchandise,false,,"Hummus, Dips & Salsa",421-RP,"Sabra, Fontaine Sant, Summer Fresh, President's Choice"
categories-HuntingAttractantsDecoys-631RP-7739-k0hxt,US,"Products designed to attract animals for hunting, such as scent attractants and animal decoys.",Hunting,Sports & Outdoor,false,,Hunting Attractants & Decoys,631-RP,"Primos, Hunter's Specialties, Big & J, Mossy Oak"
categories-HuntingAttractantsDecoys-631RP-8745-uckzy,CA,"Attractants, scents, and decoys for hunting.",Recreation & Fitness,Sports & Outdoors,false,,Hunting Attractants & Decoys,631-RP,"Buck Expert, Code Blue, Primos, Canadian Tire Motomaster"
categories-HuntingOptics-633RP-8744-cte1c,US,"Optical devices for hunting, including binoculars, scopes, and rangefinders.",Hunting,Sports & Outdoor,false,,Hunting Optics,633-RP,"Vortex, Leupold, Bushnell, Nikon"
categories-HuntingOptics-633RP-9887-v6i8o,CA,Scopes and optics for hunting.,Recreation & Fitness,Sports & Outdoors,false,,Hunting Optics,633-RP,"Bushnell, Leupold, Vortex, Nikon"
categories-HuntingStandsBlinds-632RP-8743-pguvo,US,"Platforms and shelters used for hunting, allowing hunters to remain concealed and elevated.",Hunting,Sports & Outdoor,false,,Hunting Stands & Blinds,632-RP,"Summit, Ameristep, Muddy, Primos"
categories-HuntingStandsBlinds-632RP-9887-da9bo,CA,"Tree stands, blinds, and hunting shelters.",Recreation & Fitness,Sports & Outdoors,false,,Hunting Stands & Blinds,632-RP,"Ameristep, Primos, Big Game Treestands, Guide Gear"
categories-Ice-448RP-7735-bi3xg,US,"Frozen water in cubes or bags, used in beverages, coolers, and to preserve food.",Frozen Foods,Grocery,false,,Ice,448-RP,"Igloo, Arctic Ice, Polar, Crystal Clear"
categories-Ice-448RP-8750-gpu4d,CA,Packaged bagged ice.,Miscellaneous,General Merchandise,false,,Ice,448-RP,"Arctic Glacier, Reddy Ice, President's Choice, Compliments"
categories-IceCreamNovelties-6-7729-kuyjh,US,"A variety of frozen treats including ice cream, popsicles, and other sweet frozen snacks.",Frozen Foods,Grocery,false,,Ice Cream & Novelties,6,"Breyers, Haagen-Dazs, Nestle, Blue Bunny"
categories-IceCreamNovelties-6-8749-ar53x,CA,"Ice cream, popsicles, and frozen novelties.",Frozen Foods,Grocery,false,,Ice Cream & Novelties,6,"Chapman's, Hagen-Dazs, Nestl, President's Choice"
categories-IceMelt-87-7738-0xnoe,US,"Products used to safely and efficiently melt ice on driveways, walkways, and other surfaces during winter.",Snow Removal,Patio & Garden,false,,Ice Melt,87,"Morton, Safe Step, Ice Melt, Scotts"
categories-IceMelt-87-9887-qkbsf,CA,Salt and ice melt products.,Miscellaneous,General Merchandise,false,,Ice Melt,87,"Safe-T-Salt, Alaskan, Windsor, Road Runner"
categories-ImmuneHealth-361RP-7733-oc18z,US,Supplements and products designed to boost or support the immune system.,Health & Medicine,"Pharmacy, Health & Wellness",false,,Immune Health,361-RP,"Emergen-C, Airborne, Nature's Bounty, Zinc"
categories-ImmuneHealth-361RP-9887-gk3s8,CA,Supplements and remedies for immune support.,OTC Medicine & Supplements,Health & Wellness,false,,Immune Health,361-RP,"Emergen-C, Jamieson, Webber Naturals, Cold-FX"
categories-InfantActivityGear-567RP-7734-r8icw,US,"Gear designed for babies, including activity mats, swings, and playpens.",Toys & Games,Toys,false,,Infant Activity & Gear,567-RP,"Fisher-Price, Baby Einstein, Skip Hop, Evenflo"
categories-InfantActivityGear-567RP-8745-17jxb,CA,"Baby activity centers, swings, and gear.",Baby Care & Gear,Baby,false,,Infant Activity & Gear,567-RP,"Fisher-Price, Graco, Evenflo, Baby Einstein"
categories-InfantActivityToys-382RP-7734-ypboe,US,"Toys designed to engage infants, promoting sensory development and play.",Baby,Baby,false,,Infant Activity Toys,382-RP,"Fisher-Price, Bright Starts, VTech, Skip Hop"
categories-InfantActivityToys-382RP-9887-svywr,CA,Toys designed for infant play and development.,Baby Care & Gear,Baby,false,,Infant Activity Toys,382-RP,"Fisher-Price, VTech, Skip Hop, Bright Starts"
categories-InsectControlRepellent-210-8749-9d680,CA,Insect repellents and bug sprays.,Miscellaneous,General Merchandise,false,,Insect Control/Repellent,210,"OFF!, Raid, Muskol (Canada), Watkins"
categories-InsectControlsRepellents-206-8749-496nl,CA,Household pest control sprays and repellents.,Miscellaneous,General Merchandise,true,,Insect Controls & Repellents,206,"OFF!, Raid, Wilson, Ortho"
categories-InsectRepellant-210-7738-1q2sx,US,"Sprays, lotions, and devices designed to repel insects and prevent bites from mosquitoes and other pests.",Sports & Outdoors,Sports & Outdoor,false,,Insect Repellant,210,"OFF!, Repel, Cutter, Sawyer"
categories-InteriorPartsAccessories-697RP-7735-i29dw,US,"Parts and accessories for the interior of a vehicle, including seats, dashboards, and floor mats.",Auto & Tires,Auto & Tires,false,,Interior Parts & Accessories,697-RP,"Husky Liners, WeatherTech, Covercraft, LUND"
categories-InteriorPartsAccessories-697RP-9887-upydj,CA,Interior car parts and styling accessories.,Miscellaneous,General Merchandise,false,,Interior Parts & Accessories,697-RP,"MotoMaster (Canadian Tire), Dorman, Spectra Premium, OEM"
categories-InternationalFoods-456RP-7734-nd9oh,US,"Foods from different countries, offering a wide variety of unique flavors and ingredients.",Pantry,Grocery,false,,International Foods,456-RP,"Goya, La Costea, Knorr, McCormick"
categories-InternationalFoods-456RP-9887-i8n5q,CA,Packaged international and specialty food products.,Miscellaneous,General Merchandise,false,,International Foods,456-RP,"Grace, Goya, Unico, President's Choice"
categories-JackLinks-84-8749-5ojfo,CA,Jack Link's brand meat snacks and jerky.,Miscellaneous,General Merchandise,false,,Jack Links,84,"Jack Link's, McSweeney's, Schneiders, Great Value"
categories-JamsJelliesSpreads-704RP-8742-7b24g,US,"Fruit jellies, jam's preserves & marmalaids",Pantry,Grocery,false,,"Jams, Jellies & Spreads",704-RP,"Smuckers, Welch's, Bon Maman"
categories-JamsJelliesSpreads-704RP-9887-ze0ak,CA,"Fruit jams, jellies, preserves, and sweet spreads.",Miscellaneous,General Merchandise,false,,"Jams, Jellies & Spreads",704-RP,"Smucker's, Kraft, Crofter's, President's Choice"
categories-Journals-580RP-7738-khxnm,US,"Books used for writing, sketching, or personal reflection.",Office Supplies,School & Office Supplies,false,,Journals,580-RP,"Moleskine, Leuchtturm1917, Paperblanks, Rhodia"
categories-Journals-580RP-9887-kfi5a,CA,"Personal journals, notebooks, and diaries.",Miscellaneous,General Merchandise,false,,Journals,580-RP,"Indigo, Moleskine, Leuchtturm1917, Staples Canada"
categories-KayaksPaddling-646RP-7739-331x3,US,"Small boats designed for paddling, used in recreational activities on water.",Sports & Outdoors,Sports & Outdoor,false,,Kayaks & Paddling,646-RP,"Perception, Old Town, Wilderness Systems, Sea Eagle"
categories-KayaksPaddling-646RP-9887-db8ny,CA,"Kayaks, paddles, and accessories.",Recreation & Fitness,Sports & Outdoors,false,,Kayaks & Paddling,646-RP,"Pelican (Canada), Old Town, Lifetime, Perception"
categories-Ketchup-415RP-7735-hc3yv,US,"A tangy, tomato-based condiment used in cooking and as a topping for food.",Condiments,Grocery,false,,Ketchup,415-RP,"Heinz, Hunt's, French's, Del Monte"
categories-Ketchup-415RP-9887-o2odb,CA,Packaged ketchup bottles and condiments.,Miscellaneous,General Merchandise,false,,Ketchup,415-RP,"Heinz, French's, President's Choice, Compliments"
categories-KidsBathBody-532RP-7736-u0zwa,US,"Personal care products for children, including shampoo, lotion, and bath toys.",Personal Care,Personal Care,false,,Kids Bath & Body,532-RP,"Johnson's, Aveeno Baby, Burt's Bees, Babyganics"
categories-KidsBathBody-532RP-9887-8gpsr,CA,Bath and body products for children.,Bath & Home Improvement,Home,false,,Kids Bath & Body,532-RP,"Aveeno Baby, Johnson's, Live Clean (Canada), President's Choice Baby"
categories-KidsCamping-618RP-7740-kxui4,US,"Camping gear and products designed specifically for children, including sleeping bags, tents, and activity sets.",Camping,Sports & Outdoor,false,,Kids Camping,618-RP,"REI, Coleman, KidCo, The North Face"
categories-KidsCamping-618RP-9887-tp5bu,CA,Camping gear designed for kids.,Recreation & Fitness,Sports & Outdoors,false,,Kids Camping,618-RP,"Coleman, Woods (Canadian Tire), Outbound, MEC"
categories-KidsOralCare-318-7732-751t7,US,"Oral hygiene products designed specifically for children, including toothpaste, toothbrushes, and rinses.",Oral Care,Personal Care,false,,Kids Oral Care,318,"Colgate, Oral-B, Tom's of Maine, Hello"
categories-KidsArtsCrafts-680RP-7732-8gubp,US,Crafting materials and supplies specifically designed for children to create art.,"Arts, Crafts & Sewing","Arts, Crafts, Sewing & Party Supplies",false,,Kids' Arts & Crafts,680-RP,"Crayola, Melissa & Doug, Alex Toys, Elmers"
categories-KidsArtsCrafts-680RP-9887-o2x0g,CA,Arts and crafts kits for children.,Office Supplies & Crafts,Office & Crafts,false,,Kids' Arts & Crafts,680-RP,"Crayola, Elmer's, Michaels, Dollarama"
categories-KidsBikes-561RP-8742-q1a4r,US,"Bicycles designed specifically for children, often with smaller frames and safety features.",Toys & Games,Toys,false,,Kids' Bikes,561-RP,"Schwinn, Huffy, Razor, Kent"
categories-KidsBikes-561RP-9887-5siu2,CA,Bicycles designed for children.,Toys & Games,Toys,false,,Kids' Bikes,561-RP,"Supercycle (Canadian Tire), Raleigh, Trek, Norco (Canada)"
categories-KidsHealth-100-7734-40zsg,US,"Health-related products for children, including vitamins, supplements, and health aids.",Health & Medicine,"Pharmacy, Health & Wellness",false,,Kids' Health,100,"Flintstones, L'il Critters, Nature's Way, Zarbee's"
categories-KidsRooms-496RP-7735-o4za4,US,"Furniture, decor, and accessories designed for children's bedrooms and play areas.",Home,"Home, Furniture & Appliances",false,,Kids' Rooms,496-RP,"IKEA, Pottery Barn Kids, Target, Walmart"
categories-KidsRooms-496RP-9887-wupch,CA,Furniture and decor for children's rooms.,Miscellaneous,General Merchandise,false,,Kids' Rooms,496-RP,"IKEA, Walmart Canada, Simons, IndigoKids"
categories-KidsVitamins-546RP-7734-apxng,US,Vitamins and supplements specifically formulated for children's health and nutrition.,Health & Medicine,"Pharmacy, Health & Wellness",false,,Kids' Vitamins,546-RP,"Flintstones, L'il Critters, MaryRuth, SmartyPants"
categories-KidsVitamins-546RP-9887-qeqw1,CA,Vitamin and mineral supplements for children.,OTC Medicine & Supplements,Health & Wellness,false,,Kids' Vitamins,546-RP,"Flintstones, Jamieson, Webber Naturals, L'il Critters"
categories-KitchenDiningFurniture-486RP-7735-bt1xl,US,"Furniture designed for kitchens and dining areas, including tables, chairs, and cabinets.",Furniture,"Home, Furniture & Appliances",false,,Kitchen & Dining Furniture,486-RP,"IKEA, Ashley Furniture, Pottery Barn, West Elm"
categories-KitchenDiningFurniture-486RP-9888-yyz0e,CA,"Tables, chairs, and furniture for dining areas.",Furniture & Home Dcor,Home,false,,Kitchen & Dining Furniture,486-RP,"IKEA, Leon's, The Brick, Structube"
categories-KitchenFaucets-146-9887-7ci50,CA,Retail kitchen sink faucets.,Bath & Home Improvement,Home,false,,Kitchen Faucets,146,"Moen, Delta, Pfister, Kohler"
categories-KitchenPlumbing-158-7736-qhrwz,US,"Plumbing products and tools designed for kitchen use, such as faucets, sinks, and drain cleaners.",Kitchen Renovations,"Home, Furniture & Appliances",false,,Kitchen Plumbing,158,"Kohler, Moen, Delta, American Standard"
categories-KitchenSinks-158-9887-6exki,CA,Retail kitchen sinks and basins.,Bath & Home Improvement,Home,false,,Kitchen Sinks,158,"Kindred, Blanco, Kohler, IKEA"
categories-KitchenSmallAppliances-503RP-7736-9mwrn,US,"Coffee Makers, Mixers, Air Fryers, Toasters, etc.",Kitchen Appliances,"Home, Furniture & Appliances",false,,Kitchen Small Appliances,503-RP,"Keurig, Kitchenaid, Mr. Coffee, Black + Decler"
categories-KitchenSmallAppliances-503RP-9888-0ijlr,CA,Small kitchen appliances such as toasters and blenders.,Kitchen & Appliances,Home,true,,Kitchen Small Appliances,503-RP,"Breville, Black+Decker, Hamilton Beach, KitchenAid"
categories-KitchenToolsGadgets-502RP-7739-st5cy,US,"Tools used in food preparation and cooking, such as peelers, graters, and can openers.",Kitchen & Dining,"Home, Furniture & Appliances",false,,Kitchen Tools & Gadgets,502-RP,"OXO, Cuisinart, KitchenAid, Joseph Joseph"
categories-KitchenToolsGadgets-502RP-9888-e9691,CA,"Utensils, gadgets, and accessories for kitchens.",Kitchen & Appliances,Home,false,,Kitchen Tools & Gadgets,502-RP,"Cuisinart, OXO, President's Choice, Starfrit (Canada)"
categories-Kiwifruit-125-8747-vs21s,CA,Fresh kiwifruit sold in produce sections.,Produce,Grocery,false,,Kiwifruit,125,"Zespri, Compliments, President's Choice, SunGold"
categories-Kombucha-93-8747-dbi79,CA,Fermented tea beverages.,Miscellaneous,General Merchandise,false,,Kombucha,93,"Rise Kombucha (Canada), GT's, Tonica, Brew Dr."
categories-LOrealLuxeBiotherm-169-8749-ibybt,CA,L'Oreal Biotherm skincare products.,Miscellaneous,General Merchandise,false,,L'Oreal Luxe - Biotherm,169,"Biotherm, Lancme, L'Oral Luxe, Sephora Collection"
categories-LOrealParis-192-8749-cp4t8,CA,L'Oreal Paris beauty and personal care products.,Miscellaneous,General Merchandise,false,,L'Oreal Paris,192,"L'Oral Paris, Maybelline, Garnier, NYX"
categories-LaptopsTablets-594RP-7729-hm8h9,US,"Portable computers that can be used on the go, including traditional laptops and touchscreen tablets.","Computers, Laptops & Tablets",Electronics,false,,Laptops & Tablets,594-RP,"Apple, Dell, Microsoft, Lenovo"
categories-LaptopsTablets-594RP-7733-ql9ay,CA,"Portable computing devices for work, study, or entertainment.",Consumer Electronics,Electronics,false,,Laptops & Tablets,594-RP,"Dell, Apple"
categories-LaundryAdditives-330-8749-alzkn,CA,Laundry boosters such as scent beads and brighteners.,Miscellaneous,General Merchandise,false,,Laundry Additives,330,"Downy, Fleecy, OxiClean, President's Choice"
categories-LaundryAdditivesBleach-294-7731-ua1xt,US,"Products added to laundry loads for extra cleaning power, such as bleach and fabric softeners.",Laundry,"Home, Furniture & Appliances",false,,Laundry Additives & Bleach,294,"Clorox, Tide, Arm & Hammer, OxiClean"
categories-LaundryDetergents-70-8743-65pou,US,"Cleaning agents used for washing clothes, available in liquid, powder, or pods form.",Laundry,"Home, Furniture & Appliances",false,,Laundry Detergents,70,"Tide, Persil, Gain, Arm & Hammer"
categories-LaundryDetergents-70-9888-sbqtq,CA,"Liquid, powder, and pod laundry detergents.",Miscellaneous,General Merchandise,false,,Laundry Detergents,70,"Tide, Persil, Sunlight, President's Choice"
categories-LaundrySupplies-505RP-8743-0nxdz,US,Products used for .,Laundry Supplies,"Home, Furniture & Appliances",false,,Laundry Supplies,505-RP,"Tide, Gain, Arm & Hammer, Persil"
categories-LaundrySupplies-505RP-9888-74rbu,CA,"Laundry baskets, hampers, and accessories.",Miscellaneous,General Merchandise,false,,Laundry Supplies,505-RP,"Bounce, Snuggle, Downy, President's Choice"
categories-LawnMowers-526RP-7735-fu9xt,US,"Machines used for cutting grass in lawns, available in push, electric, or riding models.",Outdoor Power Equipment,Patio & Garden,false,,Lawn Mowers,526-RP,"Honda, Toro, Greenworks, Craftsman"
categories-LawnMowers-526RP-9888-dek7i,CA,Electric and gas-powered lawn mowers.,Miscellaneous,General Merchandise,false,,Lawn Mowers,526-RP,"Toro, John Deere, Craftsman, Yard Machines"
categories-LearningToysSTEM-562RP-7737-bej5n,US,"Educational toys that promote learning in science, technology, engineering, and math.",Toys & Games,Toys,false,,Learning Toys & STEM,562-RP,"LEGO, VTech, Fisher-Price, Osmo"
categories-LearningToysSTEM-562RP-9888-1b41y,CA,Educational toys and STEM kits.,Toys & Games,Toys,false,,Learning Toys & STEM,562-RP,"LEGO Education, Osmo, VTech, LeapFrog"
categories-LegoBuildingSets-563RP-7737-ok5q2,US,"Construction toys, primarily made of interlocking plastic bricks, for creating structures and designs.",Toys & Games,Toys,false,,Lego & Building Sets,563-RP,"LEGO, Mega Bloks, K'NEX, Playmags"
categories-LegoBuildingSets-563RP-9888-y2ddy,CA,LEGO and other building sets.,Toys & Games,Toys,false,,Lego & Building Sets,563-RP,"LEGO, Mega Bloks (Canada), Playmobil, K'NEX"
categories-Lemons-124-8748-9p2vi,CA,Fresh lemons sold in produce sections.,Miscellaneous,General Merchandise,false,,Lemons,124,"Sunkist, Compliments, President's Choice, Del Monte"
categories-LettuceWholeGreens-431RP-7733-hdovn,US,"Non-packaged leafy greens such as romaine, spinach, and arugula",Fresh Vegetables,Grocery,false,,Lettuce & Whole Greens,431-RP,"Dole, Earthbound Farm, Fresh Express, Taylor Farms"
categories-LettuceWholeGreens-431RP-9888-983zs,CA,Fresh lettuce and leafy greens.,Produce,Grocery,false,,Lettuce & Whole Greens,431-RP,"Dole, Fresh Express, Earthbound Farm, President's Choice Organics"
categories-LightBulbs-467RP-7739-qd4sv,US,"Electric light bulbs in various types, including LED, incandescent, and fluorescent.",Electrical,Home Improvement,false,,Light Bulbs,467-RP,"Philips, GE, Sylvania, Cree"
categories-LightBulbs-467RP-9888-j9cp5,CA,Household light bulbs of all types.,Miscellaneous,General Merchandise,false,,Light Bulbs,467-RP,"Philips, GE Lighting, Sylvania, Feit Electric"
categories-LightFixtures-474RP-7737-mxtz8,US,"Electrical devices that hold and power light bulbs, such as chandeliers, sconces, and pendant lights.",Light Fixtures,Home Improvement,false,,Light Fixtures,474-RP,"Lithonia, Westinghouse, Hampton Bay, Progress Lighting"
categories-LightFixtures-474RP-9888-vwndu,CA,"Ceiling, wall, and decorative light fixtures.",Miscellaneous,General Merchandise,false,,Light Fixtures,474-RP,"Rona, Home Depot Canada, IKEA, Globe Electric (Canada)"
categories-Limes-123-8748-21pn2,CA,Fresh limes sold in produce sections.,Miscellaneous,General Merchandise,false,,Limes,123,"Sunkist, Compliments, President's Choice, Del Monte"
categories-LipCare-348-7730-puuw1,US,"Products designed to protect and moisturize the lips, such as balms and glosses.",Health & Medicine,"Pharmacy, Health & Wellness",false,,Lip Care,348,"ChapStick, Burt's Bees, Blistex, Carmex"
categories-LipCare-348-9888-8dpnv,CA,Lip balms and medicated lip treatments.,Auto Parts & Maintenance,Automotive,false,,Lip Care,348,"ChapStick, Burt's Bees, Blistex, EOS"
categories-LivePlants-518RP-8743-lwc0h,US,Plants that are alive and often used for decoration or as houseplants.,Garden Center,Patio & Garden,false,,Live Plants,518-RP,"The Sill, Home Depot, Lowe's, Walmart"
categories-LivePlants-518RP-9888-ke55z,CA,Houseplants and garden plants.,Miscellaneous,General Merchandise,false,,Live Plants,518-RP,"Sheridan Nurseries, Home Depot Canada, Rona, Terra Greenhouses"
categories-LivingRoomFurniture-487RP-7729-zfs16,US,"Furniture for the living room, including sofas, coffee tables, and entertainment centers.",Furniture,"Home, Furniture & Appliances",false,,Living Room Furniture,487-RP,"Ashley Furniture, IKEA, La-Z-Boy, Wayfair"
categories-LivingRoomFurniture-487RP-9888-0h76v,CA,"Sofas, chairs, and living room furniture.",Furniture & Home Dcor,Home,false,,Living Room Furniture,487-RP,"IKEA, Structube, Leon's, The Brick"
categories-Luggage-495RP-8742-e7ju7,US,Travel bags and suitcases used for packing and transporting personal items.,Home,"Home, Furniture & Appliances",false,,Luggage,495-RP,"Samsonite, American Tourister, Travelpro, Briggs & Riley"
categories-Luggage-495RP-9888-y9dmx,CA,"Suitcases, duffels, and travel bags.",Miscellaneous,General Merchandise,false,,Luggage,495-RP,"Samsonite, Heys (Canada), American Tourister, Swiss Gear"
categories-LuxeITCosmetics-171-8749-wryp4,CA,IT Cosmetics brand beauty products.,Personal Care & Beauty,Beauty,false,,Luxe - IT Cosmetics,171,"IT Cosmetics, L'Oral Luxe, Sephora Collection, Lancme"
categories-LuxeLancome-170-8749-aii36,CA,Lancome luxury cosmetics and skincare.,Miscellaneous,General Merchandise,false,,Luxe - Lancome,170,"Lancme, L'Oral Luxe, Sephora Collection, Biotherm"
categories-LuxuryBeautyTechTools-391RP-7733-dt5ou,US,"Skin & Makeup tools (*Excludes Hair Tools): High-end beauty devices offering advanced technology, such as LED masks and professional-grade tools.",Beauty,Beauty,false,,Luxury Beauty Tech & Tools,391-RP,"Dyson, NuFace, Foreo, Tria Beauty"
categories-LuxuryBeautyTechTools-391RP-9888-uepfz,CA,Premium electronic beauty tools.,Kitchen & Appliances,Home,false,,Luxury Beauty Tech & Tools,391-RP,"Dyson, Foreo, Clarisonic, PMD"
categories-LuxuryFaceMakeup-369RP-7730-o6a9p,US,"High-end or premium face makeup products, often from designer brands.",Makeup,Beauty,false,,Luxury Face Makeup,369-RP,"Charlotte Tilbury, Giorgio Armani, NARS, Fenty Beauty"
categories-LuxuryFaceMakeup-369RP-9888-e7an8,CA,"High-end foundations, powders, and face cosmetics.",Personal Care & Beauty,Beauty,false,,Luxury Face Makeup,369-RP,"Lancme, Dior, Chanel, Yves Saint Laurent"
categories-LuxuryFacialSkinCare-709RP-7736-a1j58,US,"High-end skincare products designed for the face, often offering premium ingredients and results.",Beauty,Beauty,false,,Luxury Facial Skin Care,709-RP,"La Mer, Kiehl's, Este Lauder, Clinique"
categories-LuxuryFacialSkinCare-709RP-9888-d6r3c,CA,"Luxury moisturizers, serums, and facial treatments.",Personal Care & Beauty,Beauty,false,,Luxury Facial Skin Care,709-RP,"Este Lauder, Clinique, Lancme, Shiseido"
categories-LuxuryFragrances-710RP-7730-9pmpb,US,"Premium perfumes and colognes, typically from designer or high-end brands, known for their quality and scent longevity.",Beauty,Beauty,false,,Luxury Fragrances,710-RP,"Chanel, Dior, Gucci, Tom Ford"
